"title","link","text","date","Source"
"抗中保台！洪慈庸、林昶佐、陳柏惟組「前線」聯盟","https://news.ltn.com.tw/news/politics/breakingnews/2938926","無黨籍立委林昶佐（右起）、洪慈庸及台灣基進黨立委陳柏惟召開記者會，宣布組成「前線」聯盟。（記者謝君臨攝）
〔記者謝君臨／台北報導〕2020大選僅剩下96天，無黨籍立委洪慈庸、林昶佐及台灣基進黨立委陳柏惟上午召開聯合記者會，宣布組成「前線」（Front Line）聯盟，其中洪代表托幼及社福，林象徵台灣向國際發聲的全方位外交，陳則象徵政治改革，捍衛言論自由的決心，3人將成為立委選戰中，對抗中國勢力入侵、守護自由台灣的最前線。
洪慈庸於會中發表「前線宣言」，強調「自由」代表的是能免於恐懼，但這樣的生活方式正遭受威脅，中國已發展出利用科技控制人民的「數位極權」，不只在新疆的集中營，連曾以繁榮經濟為傲的香港，如今也為了爭取政府承諾的自治，香港人甚至必須在背包裡放著遺書、帶著頭盔去面對槍口。
請繼續往下閱讀...

洪慈庸說，2020大選，不只是價值的選擇，也是生活方式的選擇。過去前輩篳路藍縷、以血淚爭取的自由和民主，成為養份打造了屬於台灣的生活，卻有人趁亂以「一家親」、「發大財」為名，試圖要將充滿恐懼的中國式生活帶進台灣。唯有團結、集結台灣最大的力量，才能阻止中國勢力入侵、才能建立理想的台灣。
林昶佐表示，「前線」代表的是我們身處抗中保台、支援香港、國會過半，及在艱困選區中奮戰的第一線。這幾年不只是年改、轉型正義、婚姻平權，到長年推進的改革，在國會均有所進展，但國民黨卻說要改回來，我們不允許改得走回頭路，期待跟戰友串連，展開跨黨派合作，明年111一起站出來贏得勝利。
陳柏惟指出，連線的意義除了主權上的合作，也包含我們對政治制度的不滿，以及追求公義的態度，過去國民黨來台，大家為了鐵飯碗做公務人員，而非為了服務國家、效忠人民，這些人長大後被用來參與中共的閱兵跟唱歌，今年不敢去，這就是制度，一個國家的法律，能夠帶領全國人民走向更好的價值觀。
陳柏惟說，自己一向非常欽佩年輕的政治前輩們，跟他們的合作，他認為可以代表台派青年政治，建立沒有包袱、沒有後顧之憂，並且站在正確的台灣歷史觀，及正確價值觀的道路上，為台灣人民服務，這是他參加此連線的原因。
洪慈庸表示，他們3位的重要共通點，就是選區內本土陣營非常艱困，過去4年藍綠版圖沒有太大變動，但為了守護台灣的民主自由，當社會需要他們時，在怎麼辛苦仍要大步向前，希望大家在2020能把台灣的生活方式守護下來，讓下一代繼續在自由、民主的空氣中成長。
",2019-10-07,"ltn"
"館長預言國慶日「舔共藝人全龜縮」    怒譙：準是狗娘養","https://news.ltn.com.tw/news/entertainment/breakingnews/2938912","〔記者徐郁雯／台北報導〕中國向來好大喜功，為慶祝建國70週年，大動作舉辦閱兵典禮，許多舔共藝人紛紛求表現，急忙PO出五星旗照片獻祝福，希望祖國看到他們的忠誠。對此，「館長」陳之漢PO出台灣國旗照表示：「希望10/10國慶日，台灣藝人能敢po微博。」
館長希望台灣藝人硬起來，可以在國慶日當天PO國旗照。（翻攝自臉書）
館長對於舔共藝人相當不齒，他表示：「希望10/10國慶日，台灣藝人能敢po微博，這張照片加上一句，中華民國108年生日快樂，我敢保證沒人敢po你信不信？」
對於許多藝人想兩面討好，館長更嗆說：「翻牆不愛黨，愛黨不翻牆，翻牆又愛黨，準是狗娘養。」",2019-10-07,"ltn"
"反送中》中生毀連儂牆 范世平分析：老子不喜歡就讓它消失","https://news.ltn.com.tw/news/politics/breakingnews/2938260","范世平認為，中國留學生可以選擇不看連儂牆內容，但卻因看了不喜歡就出手破壞，顯現「老子任性」的心態。（資料照）
〔即時新聞／綜合報導〕在台中國留學生近期內接連在大學校園毀損連儂牆，台灣師範大學政治研究所教授范世平對此點出，中生「損毀連儂牆到底是一種什麼心態」？答案是：「老子任性。我不喜歡連儂牆，我就損毀它，讓它消失在我眼前」。
范世平今（6）日在臉書指出，如果這些中生不喜歡連儂牆的內容，可以選擇不看，或不經過，反正眼不見為淨，也大可自己搞一個，大家來較量一下，看誰的人氣高，但他們心中沒有「尊重他人」的概念，既沒有容忍不同意見的風度，也沒有互相競爭的勇氣，因為如果自己搞一個連儂牆，結果人氣輸給挺香港的連儂牆，豈不丟臉？
請繼續往下閱讀...

范世平提到，中生這種任性，確實與中共高層的態度有關：「中國領導人習近平讓國家強起來了，大閱兵了，對外與對台更為霸道」，這樣一來全民皆「戰狼」，看不順眼就出手破壞，但中生們回到中國卻不敢損毀學校的佈告，因為怕被政治處分。
范世平強調，這變成一種「犬儒現象」，政府不尊重人民，這些人民在國外也不尊重他人；政府暴力對人民，這些人民在國外也暴力損毀連儂牆，「既發洩對政府不滿的情緒，又能表達愛國心以爭取個人在政治上的成績，真是一石二鳥」。
范世平認為，中國與中生的蠻橫，得不到外界的尊敬且引來批評與敵意，但他們並不在乎，如果全國都是霸權主義當道，看不到謙沖為懷，那是很可怕的，現在中生在台，對於連儂牆的態度是：「老子任性。我不喜歡連儂牆，我就損毀它，讓它消失在我眼前」。
范世平臉書全文
",2019-10-06,"ltn"
"剷除異己？ 郭文貴爆習近平想殺掉這5名中共高官","https://news.ltn.com.tw/news/world/breakingnews/2938227","郭文貴爆料，中國國家副主席王岐山（前排右一）等5人是中國國家主席習近平（前排左二）欲除之而後快的眼中釘。（美聯社）
〔即時新聞／綜合報導〕中國國家主席習近平等高官10月1日齊聚天安門城樓觀看大規模閱兵式，以慶賀中共建政70週年。不過中國反共富豪郭文貴4日爆料，當日站在天安門城樓上的「中共歷朝高官」，有5個人是習近平欲除之而後快的眼中釘。
郭文貴4日爆料，10月1日站在天安門城樓上的中共歷朝高官，有5個人習近平想殺掉，包括現任中國國家副主席王岐山、前中國國家副主席李源潮、現任中國全國政協副主席盧展工，另外2人郭文貴則未具體提及姓名。
請繼續往下閱讀...

郭文貴指出，盧展工曾在福建與習近平共事過，盧展工擔任福建省委書記時，曾天天找人盯著習近平，甚至到中央去告狀，欲「弄死習近平」，而極其貪腐的盧展工轉任河南省委書記後，據悉見人就罵習近平與其家人，後來習近平把盧展工弄去當全國政協副主席，卻沒有除掉他，這是因為習近平要讓此人看見自己的成功。
提及李源潮，郭文貴透露，習近平尚未掌權時，李源潮與前中共中央辦公廳主任令計劃總想算計如何控制習近平，讓習近平當傀儡，接著再讓李源潮掌權，隨後再交棒給令計劃。郭文貴說，習近平至今未除掉李源潮，也是因為習近平要讓此人看見自己的成功。
至於王岐山，郭文貴說，習近平很清楚，只要自己出事，極有權力慾的王岐山第一個想把他滅掉，以取而代之，但習近平暫時惹不起王岐山，還得用王岐山，因為王岐山是前中國國務院總理朱鎔基所提拔，代表了朱鎔基的整個金融帝國。
郭文貴模仿習近平口吻說：「留著你（指王岐山），我讓你天天跟我笑，跪一隻腿，別跪兩隻腿；其他人都是全跪著，你跪一隻腿，但你敢把另一隻腿抬起來，我立馬讓你死。」
至於另外2人，郭文貴指稱其中1人是女性，也曾把習近平毀得不輕。郭文貴說：「大家不知道，這個女的是對習的最大威脅。我給你們簡單說：那天那個女的梳著頭、染得頭髮特別黑，捯飭（北方方言，意指修飾、打扮）得很漂亮，我估計貼面膜貼太厲害了」。
郭文貴總結道，這5人如今都能站在天安門城樓上，是因為中共要營造黨內團結氛圍，並塑造習近平是毛澤東的遺產繼承人。郭文貴再度模仿習近平口吻說：「領導人代表著各個家族勢力，都聽我的！各方諸侯，是吧，我們一片和好，我們很團結！」
",2019-10-06,"ltn"
"搞壞香港成民族罪人！朱鎔基17年前講話在中國瘋傳","https://news.ltn.com.tw/news/world/breakingnews/2937850","中國前總理朱鎔基於2002年訪香港的一段談話，在微博上瘋傳。（圖擷取自微博）
〔即時新聞／綜合報導〕香港反送中持續3個多月，香港政府再頒惡法，禁民眾蒙面上街，引爆全港憤怒，中國民眾即使遭到當局噤聲，但微博上卻瘋連結17年前，當時的總理朱鎔基出席香港特區政府的一場晚宴，會中談及香港局勢，重點直指搞壞香港，成了民族罪人。
朱鎔基曾任中國國務院總理，被稱為「經濟沙皇」，不過，今年中共十一建政70週年大閱兵的天安門城樓上，習近平、江澤民、胡錦濤等多位中共現任、卸任領導人均現身，獨缺91歲的朱鎔基，引發諸多揣測，但隨後，香港頒禁蒙面法，引爆全港怒憤怒，朱鎔基17年前有關香港問題的談話，在微博上瘋傳。
請繼續往下閱讀...

微博上瘋傳朱鎔基有關香港的談話，內容是2002年11月19日晚，朱鎔基出席香港特區政府在香港禮賓府舉行的歡迎晚宴，席間他針對當前的香港局勢發表了近半個小時的演講。
當時，香港經濟陷入谷底，特首董建華向訪港的朱鎔基求救，朱鎔基以脫稿演說方式指出，香港的優勢並沒有喪失，競爭力和經濟實力沒有降低，香港完全可以憑藉自己的力量克服當前的困難。
朱鎔基強調，要寄希望於香港600多萬人民，寄希望於香港的年輕一代…作為中國一顆璀璨的明珠，香港是大有希望的，大有前途的。「我就不相信香港會搞不好，若香港搞不好，不單你們有責任，我們也有責任，香港回歸祖國，在我們手裡搞壞，我們豈不成了民族罪人？不會的！」
朱鎔基的這段談話之後，現場一片掌聲，走下講台，更突喊「我愛香港」，會場氣氛再度沸騰，掌聲更熱烈。
中國前總理朱鎔基於2002年訪香港的一段談話，在微博上瘋傳。（圖擷取自微博）",2019-10-06,"ltn"
"一週大事（9月29日至10月5日）","https://news.ltn.com.tw/news/politics/paper/1322879","香港特首林鄭月娥四日宣布，引用緊急法，實施「禁止蒙面規例」，並於五日生效，當晚有大批民眾抗議，致港鐵宣布全線停駛；香港五日也發起「全民蒙面」遊行。（美聯社）
國內：
●香港歌手何韻詩廿九日來台參加「撐港反極權、九二九台港大遊行」，遭統促黨自忠黨部主委胡志偉等人從後方潑紅漆攻擊，檢警發現嫌犯是預謀犯案，分工詳盡。
●宜蘭南方澳跨港大橋一日崩塌，造成六死十二傷，港務公司董事長吳宗榮請辭獲准。交通部要求港務公司所轄其他十六座橋，須在三個月內全面檢查。
請繼續往下閱讀...

●台中市大雅區一處農地違章工廠三日凌晨發生大火，延燒五個多小時，造成兩名台中市消防局特搜隊員殉職。蔡總統表示，全面檢討救災執勤裝備。
國外：
●中國一日在北京舉行建政七十週年閱兵，秀出東風41型洲際飛彈等軍備，發射後三十分鐘內可攻擊美國本土。
●世貿組織二日裁定，歐盟因對空中巴士非法補貼，美國有權對歐盟七十五億美元商品課徵關稅，歐盟揚言「以牙還牙」，使原已緊繃的美歐貿易關係更為緊張。
●香港特首林鄭月娥四日宣布，引用緊急法，實施「禁止蒙面規例」，並於五日生效，當晚有大批民眾抗議，致港鐵宣布全線停駛；香港五日也發起「全民蒙面」遊行。",2019-10-06,"ltn"
"侯友宜訪百歲許歷農 「警官、軍官」憶往話家常","https://news.ltn.com.tw/news/life/breakingnews/2936940","侯友宜拜訪許歷農，兩人互贈禮品。（記者翁聿煌攝）
〔記者翁聿煌／新北報導〕新北市長侯友宜今天上午前往永和拜訪前退輔會主委許歷農，許歷農今年100歲，侯友宜前往致意及致贈紅包和金鎖片，許歷農說自己每天都會看新聞、關注時事，敬佩侯友宜勇於任事、愛民如己，兩人惺惺相惜、閒話家常。
許歷農近年已經較少在外活動，一人住在永和中山區家中，由外傭照顧起居，平常作息正常，上午和下午都會去附近的公園走動，新北市社會局於重陽節前夕，安排侯友宜前往許歷農處探視。
請繼續往下閱讀...

許歷農家中放置許多以前的舊照，其中一張是許歷農擔任1981年國慶閱兵指揮官的軍裝照，侯友宜笑說1981年他才從警官學校畢業，到台北市警局服務，當時就聽到許歷農的名聲。
許歷農說，他現在雖然行動比較不方便、有些重聽，但是每天仍然透過電視、電腦網路和手機關心國家大事，所以對侯友宜很熟悉，對侯友宜年輕時冒險犯難、出生入死，現在擔任新北市長勤政愛民都很清楚。
許歷農說自己的長壽秘訣就是生活規律、不菸不酒，「雖然耳背，但是說他好話都聽得到；講他壞話就聽不到」，侯友宜說軍警本一家，從官校畢業的都習慣照表操課。
許歷農人稱新黨大老，被暱稱「許老爹」，生於1919年，中華民國陸軍二級上將退役，曾任陸軍官校校長、金門防衛司令部司令官、國防部總政戰部主任、行政院退輔會主委、李登輝總統府國家統一委員會副主委等職，曾為國民黨中央常務委員，後參與新黨創黨。
許歷農於民國70年擔任國慶閱兵指揮官的歷史照片。（記者翁聿煌翻攝）",2019-10-05,"ltn"
"自由廣場》《返校》加一段就更完美","https://news.ltn.com.tw/news/opinion/paper/1322653","◎ 蔡國彬
十月二日去觀賞電影《返校》。由於我是第一個進場，所以後來的觀眾，我都一一注目，幾乎都是年輕的學生，或成群結伴或情侶檔。只有我一位滿頭白髮年逾七旬的老翁。
散場時，看著他們一一離去的身影，我無法判讀這些年輕人對這部影片的感受，畢竟以電影的時空背景（一九六二年基隆市翠華中學）而言，他們的父母或許才剛出生，如何真正感受片中那種肅殺的白色恐怖氣氛。
一九七四年五月，我實習完畢服完兵役，再度回到母校擔任助教。在校刊上發表一首詩（此詩後來曾被譯為英文），詩最後四個字「向西飛去」。沒想到幾天後某系的政戰中校教官到我辦公室，很嚴肅地對我說：「你思想有問題」。我正莫明所以，他接著說我「心向大陸」。（大陸確在台灣西邊）。我解釋道：此「西」是西方極樂世界。幸好我平時跟他無過節，他似乎接受我的解釋，所以我就沒去綠島唱小夜曲。只是此事讓我無法釋懷的是，解嚴之後，這位老兄居然改名換姓（還在龍岡四姓之中，名字改為單名），某日在校園相遇，還洋洋得意炫耀他正遊走於兩岸之間。有一次我在文化中心的音樂欣賞會中看到一首曲子，詞還是這位老兄寫的，並被介紹為中華兩岸「詩神」。儼然與李白、杜甫同列。
《返校》的結尾，鏡頭轉到二十五年後，男主角魏仲庭因政府宣布解嚴而被釋放，並回到即將拆除的翠華中學尋找老師張明暉被處決前交代要給女主角方芮欣的信物。我的感想是，如果再加上一段教官向國輝因破獲地下組織有功，被破格擢升為將軍，並在解嚴之後，獲共產黨邀請前往中國參加「十一國慶」，在天安門參與閱兵，在人民大會堂聆聽中共領導人有關兩岸和平統一、一國兩制的訓示，以反諷收尾，那《返校》就更完美了。
（作者從事文化出版事業、高雄市民）",2019-10-05,"ltn"
"瞭望之窗》美中貿易戰：習近平自認為有贏面？還是退無可退？","https://news.ltn.com.tw/news/opinion/breakingnews/2935930","托克維爾
中國國務院副總理劉鶴預定10月初訪問華府，為陷入僵局的美中貿易戰談判做最後的努力。10月1日，中國國家主席習近平才主持中國國慶大閱兵，還展示包括東風飛彈等武器系統。同一時間，香港的「反送中運動」抗爭持續上演，甚至發生港警對年輕抗議學生直接開槍的事件。
美中貿易談判的過招實屬正常，但最重要的是談判首腦對這場賽局以及對對手的認知。（路透社）
一個多月前，傳出北京不排除派出解放軍進駐香港的訊息，但如此幾近軍事鎮壓的動作，形同喚回30年前北京天安門血腥鎮壓的悲劇記憶，勢必讓中國臨國際譴責，因此傳出早在9月的北戴河會議就遭到否決。中南海處理香港的基調仍是以拖待變：用警力的壓制和逮捕，讓整個示威逐漸失去動能，進而自然耗損結束，最壞的結果就是拿香港特首林鄭月娥當負責下台的犧牲品。
習近平之所以做如此想，主要原因在於，同一時間中國正在打其他幾場戰役，其中最關鍵的就是與美國的貿易戰。
香港反送中抗爭持續，甚至發生港警對年輕抗議學生直接開槍的事件。但中南海處理香港的基調仍是以拖待變：用警力的壓制和逮捕，讓示威逐漸失去動能，進而自然耗損結束。（法新社）
川普自認是談判高手，當然也深知他的對手深陷內、外部壓力，因此川普時而透露和中國達成「小協議」即可，旋而又改口重申「與北京達成完整的貿易協議才是他的最終目標」，不會受到自己連任選舉的影響。在劉鶴抵達華府之前，川普又照例釋放良好訊息，強調中方已有所讓步，美中可望達成協議。
美中貿易談判的過招實屬正常，但最重要的是談判首腦對這場賽局以及對對手的認知。川普有選舉壓力，眼見北京死不就範，最近也先拿出備案，就是先和日本達成貿易協議，美國和印度的貿易協議也在最後協商完成階段。但這兩份協議充其量都是「迷你協議」，而非「大協議」。
日本首相安倍做出向美國購買農產品的承諾，讓川普有面子，可以向內部選民宣傳。印度總理莫迪也承諾向美國開放部份市場，但印度本身關鍵產業仍獲得保護，然而此舉已足夠讓川普宣稱勝利，進行選舉消費，甚至可以於年底智利舉行的「亞太經合會」（APEC）時，再向習近平作最後的施壓。
但習近平如何看待自己的談判處境與籌碼，又是另一回事。究竟習近平真的自認為有贏面？還是退無可退、只能力守面子？這才是決定美中貿易戰未來走向的關鍵因素。
這場美中角力一開始，習近平就誤判川普，以為後者在商言商，只要中國大舉購買美國農產品，略施小惠改善美中貿易逆差，就能取悅川普的龍心。對於華府再三抱怨中國強迫外資技術轉移、不當補助國營企業，以及違反智慧財產權的指控，北京的作法則是虛應一番，承諾會在市場進行開放，但實質上絕不會改變原有作為。因為如果中國真的接受美方這三大有關經濟結構的改革要求，對習近平而言就是動搖國本。
此外，針對貿易戰衍生出華府對於「中國製造2025」的科技戰角力，北京也刻意放低身段，減少宣傳，但實際上仍然持續投入巨額預算和資源進行研究與發展。習近平的盤算，正如同他處理香港議題一樣，就是採取「拖字訣」，希望拖到明年11月川普連任失敗。
針對貿易戰衍生華府對「中國製造2025」的科技角力，北京也刻意放低身段減少宣傳，但實際上仍持續投入巨額預算和資源研發。（美聯社）
對於川普而言，他的國安團隊已經將中國上綱到美國的「競爭敵手」，「對抗中國」也已成為美國朝野的共識，再加上國際輿論對於中國「一帶一路」計劃的警戒心日益升高，對香港抗爭的支持聲浪也愈來愈強，都讓川普想要和北京達成「局部協議」的政治企圖受到干擾。
川普身邊力主對抗中國不遺餘力的兩大幕僚，就是首席貿易談判代表賴海澤和白宮經濟委員會主任納瓦洛。他們力勸川普，必須堅持要中國接受上述的三大結構性改革，才能確保美國在經貿與安全上的優勢。但就在5月中，劉鶴帶著最初協議版本，準備前往華府進行最後一輪談判前，習近平親自出手阻擋，拒絕接受華府的要求。這才惹惱了川普，也才有後續川普發動另一波對中國輸美產品提高關稅的報復舉動。
根據劉鶴事後的說法，北京無法接受協議草案對中國有失平衡對待的不公平性。這背後反映出習近平的思維，即他肩負著中國百年來對西方世界歧視的反彈壓力，在未能確認雙方對等與互惠的基本原則情況下，習近平若是接受川普的要求，無疑就是中國向美國低頭。
除了爭取更多拖延的時間，習近平也自認這場貿易戰對美國的傷害，更甚於對中國的衝擊，而中國也做了分散風險的準備。今年上半年，在關稅戰的影響下，中國對美國出口減少近5%，但中國轉而增加對歐盟的出口，成長近15%。中國自歐盟進口也成長8.3%，歐盟已成為中國最大的貿易夥伴。
而中國與歐盟的自由貿易協議也將於明年生效，北京預期如此更可降低對美中貿易戰的衝擊。此外，包含中國、印度與東協在內的「區域合作經濟夥伴協議」（RCEP）也可望於今年底或明年初完成。種種替代市場的安排，都是北京為了減少出口美國被課徵關稅的分散市場戰略。
習近平當然可賭川普連任失敗，但他的風險就是：若川普連任成功，將更具談判優勢。（歐新社）
這就是習近平自認穩操勝券的主要利基，而且他相信時間站在他這一邊。中國既然決定不向華府讓步，也可以針對在中國投資的美國企業進行更多的限制，讓這些企業的壓力轉嫁為川普的選票壓力。而且北京也向川普的鐵票區農業州選民發動攻勢，如果關稅戰讓廣大美國人民必須花費更高的費用，才能買到日常生活用品，這種不滿的心情肯定會影響美國總統大選選情。
換言之，習近平堅信他對川普這一場戰役能夠勝出的關鍵，就在於美國的民主體制；而中國的威權制度讓集權力於一身的習近平得以撐到最後的勝利。
這當然是習近平一廂情願的看法，川普的不可預測性，的確也讓習近平吃足苦頭。以目前情勢發展來看，美中貿易角力在明年年底美國大選出現解套的機會，微乎其微。習近平當然可以賭川普連任失敗，但他的風險就是：若川普連任成功，將更具談判的優勢。
此外，習近平寄望於下一個較弱勢的美國總統，可能也是過度樂觀，忽略現階段美國主流氛圍對於圍堵中國的一致決心。",2019-10-04,"ltn"
"央視首次介紹東風41飛彈 大肆吹捧「殺手<U+9427>」靈活機動","https://news.ltn.com.tw/news/world/breakingnews/2935870","中國解放軍東風41型洲際彈道飛彈，首次在中共建政70週年閱兵儀式上亮相，中國官方媒體《央視》3日晚間也首次報導介紹。（路透資料照）
〔即時新聞／綜合報導〕中國解放軍東風41型洲際彈道飛彈，首次在中共建政70週年閱兵儀式上亮相，中國官方媒體《央視》3日晚間也首次報導介紹。解放軍認為東風41最顯著的特點是靈活機動，能夠在高原、戈壁、雪地、荒漠等極端路況行駛。
《央視》昨日晚間以「『東風快遞』殺手<U+9427>來啦！走進東風41洲際戰略核導彈方隊」為題報導，介紹東風41型洲際彈道飛彈，形容今年中國十一國慶閱兵儀式上壓軸登場的東風41，是火箭軍殺手<U+9427>武器的新成員，標誌火箭軍戰略打擊能力的新提升，「戰略制衡、戰略攝控、戰略決勝」，東風41是中國「戰略核力量的中流砥柱」。
請繼續往下閱讀...

報導提到，1984年中國國慶35週年閱兵儀式上，常年蟄伏深山的中國戰略導彈部隊首次亮相，從那時起中國戰略飛彈部隊在閱兵儀式和重大慶典活動中都是世人矚目的焦點，而洲際戰略核飛彈歷次都是壓軸出場，彰顯著「共和國王牌、底牌」。
解放軍火箭軍裝備方隊後裝組負責人陳美輝表示，東風41最顯著的特點是靈活機動，能夠在高原、戈壁、雪地、荒漠等極端路況行駛。東風41核飛彈方隊長婁濤說，中國每次閱兵壓軸武器裝備的更迭，都是戰略飛彈部隊在「指揮控制、快速反應、導彈突防、生存防護」等作戰能力上實現的升級突破。",2019-10-04,"ltn"
"中國閱兵罵不得 中網友諷「要煮多少豬伙食」被逮捕","https://news.ltn.com.tw/news/world/breakingnews/2935770","中共建政70週年，天安門廣場前進行盛大閱兵典禮。（路透）
〔即時新聞／綜合報導〕中國近日舉辦建政70週年相關活動，同時也加強言論管控，有網友因為批評閱兵而被捕，更被處以行政拘留。
《美國之音》報導，37歲的中國遼寧網友「俊小哥」因為在網路上批評閱兵，在本月1日於家中被警方帶走，警方依《中華人民共和國治安管理處罰法》第26條和《中華人民共和國網絡安全法》第12條、第70條處以行政拘留15天。另一名四川網友「24K純帥」也因為嗆閱兵「要煮多少豬伙食」結果被捕，警方依《治安管理處罰法》第26條處以拘留7日。
請繼續往下閱讀...

報導指出，曾因為批評鄧小平被處15年徒刑的中國異議人士魏京生表示，中國現在的言論控管與毛時代一樣。這次兩名網友被捕，中國官媒也加以報導，還痛批他們內心黑暗。",2019-10-04,"ltn"
"胡，怎麼說》十一恐怖印記，港暴警之槍，習帝如毛皇！","https://news.ltn.com.tw/news/opinion/breakingnews/2935716","十一，兩個場景令我久久難忘，一在北京，習帝大閱兵，耀武揚威秀核彈；一在香港，暴警在半呎距離行刑式開槍，射破中學生胸口，血染街頭！
十一，兩個場景令我久久難忘！圖為中國十一國慶香港街頭。（彭博）
習近平大閱兵，最令人驚悚的不是林林種種的武器，而是習近平本身，只有他一人身著毛裝，在萬眾簇擁下，舉手、投足、裝扮、講話、神情等等，都在仿毛澤東，彷彿一個新時代中國特色獨裁者、紅色皇帝「毛澤東2.0」版。
「一黨專政、一人獨裁」的習帝，在中華人民共和國慶祝建政70年正式現身，十一有如習帝的登基大典。
習近平的十一談話，對中共過往的領導人，只提毛澤東一人，並大談自己的民族偉大復興功業，就如封建皇朝的皇帝，把開國皇帝尊為「太祖」，自己「名為繼承、實為開創」，死後也當得成祖、聖祖等的「祖」字。毛澤東有「毛思想」、習近平也有「習思想」，列入中華人民共和國憲法，是中共史上唯二。
習近平的十一談話，對中共過往的領導人，只提毛澤東一人，並大談自己的民族偉大復興功業，就如封建皇朝的皇帝，把開國皇帝尊為「太祖」，自己「名為繼承、實為開創」，死後也當得成祖、聖祖等的「祖」字。（路透社）
習近平在2日於中共黨刊「求是」雜誌上發表長文，6度引用毛的講話，並大談「封建皇朝」的興衰更替歷史，歸結就是「能打敗我們（中國共產黨）的只有我們自己，沒有第二人！」
中共一黨專政，就是一個紅色皇朝！習一人獨裁，就是一人登基稱帝！而且，還像始皇帝一樣，想方設法、無所不用其極的永續專政獨裁。
為鞏固「一黨專政、一人獨裁」權力，習近平召喚的是侵略擴張的民族主義、爭霸天下的愛國主義幽靈，加上迅速擴張軍事力量及經濟力量，已成為人類文明及世界和平的重大威脅。十一，在習近平臉上，我看到的就是專制暴政的闇影襲來、威脅迫近的危機。
再看香港，暴警半呎距離行刑式槍決的場面，而且，當場還不准救中槍重傷者，事後更掉包、惡意栽贓中槍者手持長尖鐵條，以羅織罪名，以掩飾暴警濫開槍殺人。
再看香港，暴警半呎距離行刑式槍決的場面，而且，當場還不准救中槍重傷者，事後更掉包、惡意栽贓中槍者手持長尖鐵條，以羅織罪名，以掩飾暴警濫開槍殺人。（法新社）
港警為何敢如此暴力對付人民？就是背後有專政極權的中共在撐腰，港警這一槍，遙遠但實質且最高的靠山，不就是一黨專政的中共、一人獨裁的習近平嗎？
港暴警之槍對人民濫射，射殺香港人民的自由、民主、人權不顧惜；習帝擁有的核彈等眾多武器，如果世界上所有的自由民主國家不能聯合起來對抗，以有效約制中國擴張及稱霸，世界和平、自由民主社會恐將因中國侵襲而崩毀！",2019-10-04,"ltn"
"習近平身後緊跟「靈車」？外媒盤點十一閱兵異象","https://news.ltn.com.tw/news/world/breakingnews/2935768","習近平在十一當天閱兵。（路透）
〔即時新聞／綜合報導〕中共在10月1日舉行70週年國慶大閱兵，意圖向各國展現軍力，但前後任中國國家主席江澤民、胡錦濤與習近平3人站在天安門城樓閱兵一幕，被網友諷刺「亡黨之象」，有外媒也發現諸多異象，一一盤點。
《法國廣播電台》報導，中共建政70週年閱兵，出現了幾個讓觀者感到奇怪的事，引發疑問，並點出幾個例子。
請繼續往下閱讀...

報導提到，首先，習近平閱兵時，一輛車號1949的空車緊跟在後。有中共官媒暗示，空車是為死亡多年的毛澤東而留，也有人認為是英烈留的。中國網民們則寧願相信是為毛澤東準備的，就在閱兵頭一天，習還專門去拜毛，毛雖死、鬼魂在，習近平似乎還相信風水。
再者，70年建政大慶隊伍，中共國旗卻尾隨黨旗，難道習近平「大逆不道」？《法廣》分析，其實哪種旗幟為先沒有意義，因為中國本是黨國、黨天下，一切以習近平的意志為要。
此外，中共建政70年大慶竟然沒有外賓，這似乎是首見。對此有人解釋，中國把西方大國得罪光了，沒得罪的也請不到像樣的，要不就請金正恩或普廷這些老朋友，讓人生厭，只好自己慶祝。網上也廣傳一段話：1979年鄧小平閱兵，100多國參加；1999年江澤民閱兵，70多國參加；2009年胡錦濤閱兵，共有40多個國家參與；2019年習近平閱兵，沒有一個外國參與。
《大紀元》評論員王赫近日也刊文指出，習近平閱兵有「5個凶兆」，包括大閱兵當天陰霾四伏，在灰色天氣中舉行；閱兵當天在香港「開火」射殺民眾；廬山大火燒了3天2夜，中國官媒封鎖消息；迫害法輪功學案不斷；最後是習近平在「十一」前拜毛屍。認為習氏父子均歷中共迫害，五千年中國毀於中共之手，但習卻認賊作父，天必譴之。",2019-10-04,"ltn"
